date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:52:52	1142/1142	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2021:11:05%20GMT	https://fitrate.com.pl/wp-content/uploads/elementor/css/post-256.css?ver=1717017065	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/elementor/css/post-256cccd.css	(from https://fitrate.com.pl/)
18:52:52	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Jun%202025%2016:52:52%20GMT	http://fitrate.com.pl/wp-content/cache/wpfc-minified/d7pomwh1/4omr.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/d7pomwh1/4omr.css	(from https://fitrate.com.pl/)
18:52:53	868/868	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2021:21:17%20GMT	https://fitrate.com.pl/wp-content/cache/wpfc-minified/d7pomwh1/4omr.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/d7pomwh1/4omr.css	(from https://fitrate.com.pl/)
18:52:53	40502/40502	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2021:11:04%20GMT	https://fitrate.com.pl/wp-content/uploads/elementor/css/post-255.css?ver=1717017064	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/elementor/css/post-2553c39.css	(from https://fitrate.com.pl/)
18:52:53	16015/16015	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2021:11:04%20GMT	https://fitrate.com.pl/wp-content/uploads/elementor/css/post-772.css?ver=1717017064	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/elementor/css/post-7723c39.css	(from https://fitrate.com.pl/)
18:52:53	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Jun%202025%2016:52:53%20GMT	http://fitrate.com.pl/wp-content/cache/wpfc-minified/frov4tvs/4ona.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/frov4tvs/4ona.css	(from https://fitrate.com.pl/)
18:52:53	902887/902887	---MCZ	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2021:21:26%20GMT	https://fitrate.com.pl/wp-content/cache/wpfc-minified/frov4tvs/4ona.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/frov4tvs/4ona.css	(from https://fitrate.com.pl/)
18:52:55	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Jun%202025%2016:52:54%20GMT	http://fitrate.com.pl/wp-content/cache/wpfc-minified/lkwsjyb3/ab0x.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/lkwsjyb3/ab0x.css	(from https://fitrate.com.pl/)
18:52:55	82604/82604	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20May%202024%2000:50:29%20GMT	https://fitrate.com.pl/wp-content/cache/wpfc-minified/lkwsjyb3/ab0x.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/lkwsjyb3/ab0x.css	(from https://fitrate.com.pl/)
18:52:56	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Jun%202025%2016:52:56%20GMT	http://fitrate.com.pl/wp-content/cache/wpfc-minified/1zzjqutn/4omr.js	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/1zzjqutn/4omr.js	(from https://fitrate.com.pl/)
18:52:56	101306/101306	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20May%202024%2021:21:17%20GMT	https://fitrate.com.pl/wp-content/cache/wpfc-minified/1zzjqutn/4omr.js	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/1zzjqutn/4omr.js	(from https://fitrate.com.pl/)
18:52:57	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Jun%202025%2016:52:56%20GMT	http://fitrate.com.pl/wp-content/cache/wpfc-minified/f6cd0j2v/2loxo.js	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/f6cd0j2v/2loxo.js	(from https://fitrate.com.pl/)
18:52:58	152603/152603	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2017%20Jul%202024%2000:41:04%20GMT	https://fitrate.com.pl/wp-content/cache/wpfc-minified/f6cd0j2v/2loxo.js	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/f6cd0j2v/2loxo.js	(from https://fitrate.com.pl/)
18:52:59	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Jun%202025%2016:52:58%20GMT	http://fitrate.com.pl/wp-content/cache/wpfc-minified/2mtp2qyr/4omr.js	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/2mtp2qyr/4omr.js	(from https://fitrate.com.pl/)
18:53:00	2453/2453	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20May%202024%2021:21:17%20GMT	https://fitrate.com.pl/wp-content/cache/wpfc-minified/2mtp2qyr/4omr.js	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/2mtp2qyr/4omr.js	(from https://fitrate.com.pl/)
18:53:00	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Jun%202025%2016:53:00%20GMT	http://fitrate.com.pl/wp-content/cache/wpfc-minified/qiynnsfy/4omr.js	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/qiynnsfy/4omr.js	(from https://fitrate.com.pl/)
18:53:00	12547/12547	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20May%202024%2021:21:17%20GMT	https://fitrate.com.pl/wp-content/cache/wpfc-minified/qiynnsfy/4omr.js	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/qiynnsfy/4omr.js	(from https://fitrate.com.pl/)
18:53:01	50797/50797	---MC-	200	added ('OK')	application/json	date:Thu,%2019%20Jun%202025%2016:53:01%20GMT	https://fitrate.com.pl/wp-json/wp/v2/pages/255	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-json/wp/v2/pages/255.json	(from https://fitrate.com.pl/)
18:53:02	798/798	---M-Z	200	added ('OK')	text/xml	date:Thu,%2019%20Jun%202025%2016:53:02%20GMT	https://fitrate.com.pl/xmlrpc.php?rsd	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/xmlrpc0db0.php	(from https://fitrate.com.pl/)
18:53:02	336677/336677	---MC-	200	added ('OK')	application/json	date:Thu,%2019%20Jun%202025%2016:53:01%20GMT	https://fitrate.com.pl/wp-json/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-json/index.html	(from https://fitrate.com.pl/)
18:53:03	2062/2062	---MC-	200	added ('OK')	application/json	date:Thu,%2019%20Jun%202025%2016:53:03%20GMT	https://fitrate.com.pl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffitrate.com.pl%2F	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-json/oembed/1.0/embedc8e7.json	(from https://fitrate.com.pl/)
18:53:04	2212/2212	---M-Z	200	added ('OK')	text/xml	date:Thu,%2019%20Jun%202025%2016:53:03%20GMT	https://fitrate.com.pl/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffitrate.com.pl%2F&format=xml	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-json/oembed/1.0/embede65a	(from https://fitrate.com.pl/)
18:53:04	191199/191199	---M--	200	added ('OK')	text/javascript	etag:13342148717841837473	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-4618456691997332&host=ca-host-pub-2644536267352236	C:/Moje%20Portfolio/Portfolio_FitRate2/pagead2.googlesyndication.com/pagead/js/f3317.txt	(from https://fitrate.com.pl/)
18:53:04	191210/191210	---M--	200	added ('OK')	text/javascript	etag:3116071188802363734	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-4618456691997332	C:/Moje%20Portfolio/Portfolio_FitRate2/pagead2.googlesyndication.com/pagead/js/fcfd9.txt	(from https://fitrate.com.pl/)
18:53:04	1485/1485	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Aug%202023%2019:43:52%20GMT	https://fitrate.com.pl/wp-content/uploads/2023/08/cropped-logo-colored-new__2_-removebg-preview-%e2%80%94-kopia-2-1-32x32.png	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/2023/08/cropped-logo-colored-new__2_-removebg-preview-%e2%80%94-kopia-2-1-32x32.png	(from https://fitrate.com.pl/)
18:53:05	16789/16789	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Aug%202023%2019:43:52%20GMT	https://fitrate.com.pl/wp-content/uploads/2023/08/cropped-logo-colored-new__2_-removebg-preview-%e2%80%94-kopia-2-1-192x192.png	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/2023/08/cropped-logo-colored-new__2_-removebg-preview-%e2%80%94-kopia-2-1-192x192.png	(from https://fitrate.com.pl/)
18:53:05	15290/15290	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Aug%202023%2019:43:52%20GMT	https://fitrate.com.pl/wp-content/uploads/2023/08/cropped-logo-colored-new__2_-removebg-preview-%e2%80%94-kopia-2-1-180x180.png	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/2023/08/cropped-logo-colored-new__2_-removebg-preview-%e2%80%94-kopia-2-1-180x180.png	(from https://fitrate.com.pl/)
18:53:05	6270/6270	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2020:54:17%20GMT	https://fitrate.com.pl/wp-content/uploads/2023/08/cropped-cropped-logo-colored-new__2_-removebg-preview-90x89.png	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/2023/08/cropped-cropped-logo-colored-new__2_-removebg-preview-90x89.png	(from https://fitrate.com.pl/)
18:53:05	119172/119172	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Aug%202023%2000:55:44%20GMT	https://fitrate.com.pl/wp-content/uploads/2023/08/Sypki-ryz-po-indyjsku_Easy-Resize.com_-1024x967.jpg	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/2023/08/Sypki-ryz-po-indyjsku_Easy-Resize.com_-1024x967.jpg	(from https://fitrate.com.pl/)
18:53:05	3082/3082	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Aug%202023%2019:28:45%20GMT	https://fitrate.com.pl/wp-content/uploads/ultimatemember/2/profile_photo-190x190.jpg?1750349676	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/ultimatemember/2/profile_photo-190x19040d0.jpg	(from https://fitrate.com.pl/)
18:53:06	48824/48824	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Aug%202023%2019:41:17%20GMT	https://fitrate.com.pl/wp-content/uploads/2023/08/35918f98d07afe39642fc0ba6f9949ca-lg-1.jpg	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/2023/08/35918f98d07afe39642fc0ba6f9949ca-lg-1.jpg	(from https://fitrate.com.pl/)
18:53:06	162938/162938	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:39%20GMT	https://fitrate.com.pl/dodaj-przepis/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/dodaj-przepis/index.html	(from https://fitrate.com.pl/)
18:53:06	1815/1815	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20May%202024%2021:12:10%20GMT	https://fitrate.com.pl/wp-content/plugins/ultimate-member/assets/img/default_avatar.jpg	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/plugins/ultimate-member/assets/img/default_avatar.jpg	(from https://fitrate.com.pl/)
18:53:07	179771/179771	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:39%20GMT	https://fitrate.com.pl/potrawy/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/potrawy/index.html	(from https://fitrate.com.pl/)
18:53:07	176171/176171	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:39%20GMT	https://fitrate.com.pl/przepisy-2/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/przepisy-2/index.html	(from https://fitrate.com.pl/)
18:53:07	48824/48824	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Aug%202023%2016:18:49%20GMT	https://fitrate.com.pl/wp-content/uploads/2023/08/35918f98d07afe39642fc0ba6f9949ca-lg.jpg	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/2023/08/35918f98d07afe39642fc0ba6f9949ca-lg.jpg	(from https://fitrate.com.pl/)
18:53:08	171356/171356	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:39%20GMT	https://fitrate.com.pl/owsianki/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/owsianki/index.html	(from https://fitrate.com.pl/)
18:53:08	171305/171305	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:41%20GMT	https://fitrate.com.pl/koktajle/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/koktajle/index.html	(from https://fitrate.com.pl/)
18:53:10	173081/173081	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:41%20GMT	https://fitrate.com.pl/desery/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/desery/index.html	(from https://fitrate.com.pl/)
18:53:10	279/279	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Jun%202025%2016:53:08%20GMT	http://fitrate.com.pl/wp-content/cache/wpfc-minified/q98brbtt/4omr.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/q98brbtt/4omr.26.delayed	(from https://fitrate.com.pl/)
18:53:11	182860/182860	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:42%20GMT	https://fitrate.com.pl/kontakt/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/kontakt/index.html	(from https://fitrate.com.pl/)
18:53:11	212261/212261	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:42%20GMT	https://fitrate.com.pl/about-2/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/about-2/index.html	(from https://fitrate.com.pl/)
18:53:12	139296/139296	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:42%20GMT	https://fitrate.com.pl/login/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/login/index.html	(from https://fitrate.com.pl/)
18:53:12	173525/173525	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:43%20GMT	https://fitrate.com.pl/kategoria/desery/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/kategoria/desery/index.html	(from https://fitrate.com.pl/)
18:53:13	143903/143903	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:43%20GMT	https://fitrate.com.pl/register/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/register/index.html	(from https://fitrate.com.pl/)
18:53:13	173554/173554	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:44%20GMT	https://fitrate.com.pl/kategoria/potrawy/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/kategoria/potrawy/index.html	(from https://fitrate.com.pl/)
18:53:13	210380/210380	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:46%20GMT	https://fitrate.com.pl/przepisy/ryz-gotowany/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/przepisy/ryz-gotowany/index.html	(from https://fitrate.com.pl/)
18:53:14	210037/210037	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:13:46%20GMT	https://fitrate.com.pl/przepisy/kura/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/przepisy/kura/index.html	(from https://fitrate.com.pl/)
18:53:14	10054/10054	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20May%202024%2021:21:17%20GMT	https://fitrate.com.pl/wp-content/cache/wpfc-minified/q98brbtt/4omr.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/q98brbtt/4omr.css	(from https://fitrate.com.pl/)
18:53:15	206655/206655	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Jun%202025%2016:16:06%20GMT	https://fitrate.com.pl/przepisy/piers-z-kurczaka-z-brzoskwiniami/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/przepisy/piers-z-kurczaka-z-brzoskwiniami/index.html	(from https://fitrate.com.pl/)
18:53:15	439868/439868	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Sep%202023%2022:52:11%20GMT	https://fitrate.com.pl/wp-content/uploads/2023/09/avocado-copper-tray-still-life-5445123.jpg	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/2023/09/avocado-copper-tray-still-life-5445123.jpg	(from https://fitrate.com.pl/)
18:53:15	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2019%20Jun%202025%2016:53:13%20GMT	https://fitrate.com.pl/author/braianspoko/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/author/braianspoko/index.html	(from https://fitrate.com.pl/)
18:53:15	12929/12929	---M--	200	added ('OK')	image/png	date:Wed,%2029%20May%202024%2020:54:17%20GMT	https://fitrate.com.pl/wp-content/uploads/2023/08/cropped-cropped-logo-colored-new__2_-removebg-preview-150x150.png	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/uploads/2023/08/cropped-cropped-logo-colored-new__2_-removebg-preview-150x150.png	(from https://fitrate.com.pl/)
18:53:15	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2019%20Jun%202025%2016:53:14%20GMT	https://fitrate.com.pl/author/braianfitrate/	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/author/braianfitrate/index.html	(from https://fitrate.com.pl/)
18:53:16	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Jun%202025%2016:53:16%20GMT	http://fitrate.com.pl/wp-content/cache/wpfc-minified/ouhz58h/ab0x.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/ouhz58h/ab0x.2b.delayed	(from https://fitrate.com.pl/)
18:53:17	199455/199455	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20May%202024%2000:50:29%20GMT	https://fitrate.com.pl/wp-content/cache/wpfc-minified/ouhz58h/ab0x.css	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/cache/wpfc-minified/ouhz58h/ab0x.css	(from https://fitrate.com.pl/)
18:53:19	256200/256200	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Jun%202025%2002:00:06%20GMT	http://w.likebtn.com/js/w/widget.js	C:/Moje%20Portfolio/Portfolio_FitRate2/w.likebtn.com/js/w/widget.js	(from https://fitrate.com.pl/)
18:53:19	20638/20638	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2011%20Sep%202023%2021:48:57%20GMT	https://fitrate.com.pl/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.3.1	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/themes/astra/assets/js/minified/frontend.min5b31.js	(from https://fitrate.com.pl/)
18:53:19	26115/26115	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20May%202024%2021:14:21%20GMT	https://fitrate.com.pl/wp-content/plugins/xpro-elementor-addons/assets/js/xpro-widgets.js?ver=1.4.3.2	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/plugins/xpro-elementor-addons/assets/js/xpro-widgets8c4c.js	(from https://fitrate.com.pl/)
18:53:19	15728/15728	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2027%20Jun%202024%2017:18:34%20GMT	https://fitrate.com.pl/wp-content/plugins/wp-ulike/assets/js/wp-ulike.min.js?ver=4.7.0	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/plugins/wp-ulike/assets/js/wp-ulike.min1849.js	(from https://fitrate.com.pl/)
18:53:20	6581/6581	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20May%202024%2021:15:07%20GMT	https://fitrate.com.pl/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=06758d4d807d9d22c6ea	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/maina11c.js	(from https://fitrate.com.pl/)
18:53:20	2993/2993	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Aug%202023%2020:52:45%20GMT	https://fitrate.com.pl/wp-includes/js/jquery/suggest.min.js?ver=1.1-20110113	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-includes/js/jquery/suggest.min3914.js	(from https://fitrate.com.pl/)
18:53:20	5352/5352	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2028%20Feb%202024%2010:18:21%20GMT	https://fitrate.com.pl/wp-content/plugins/wp-user-frontend/assets/js/billing-address.js?ver=4.0.6	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/plugins/wp-user-frontend/assets/js/billing-address8603.js	(from https://fitrate.com.pl/)
18:53:20	21464/21464	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Apr%202025%2022:07:54%20GMT	https://fitrate.com.pl/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-includes/js/jquery/ui/core.minb37e.js	(from https://fitrate.com.pl/)
18:53:20	3428/3428	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2021:56:36%20GMT	https://fitrate.com.pl/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-includes/js/jquery/ui/mouse.minb37e.js	(from https://fitrate.com.pl/)
18:53:21	25504/25504	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202024%2021:56:36%20GMT	https://fitrate.com.pl/wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-includes/js/jquery/ui/sortable.minb37e.js	(from https://fitrate.com.pl/)
18:53:21	4324/4324	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2028%20Feb%202024%2010:18:21%20GMT	https://fitrate.com.pl/wp-content/plugins/wp-user-frontend/assets/js/upload.min.js?ver=4.0.6	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/plugins/wp-user-frontend/assets/js/upload.min8603.js	(from https://fitrate.com.pl/)
18:53:21	26862/26862	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2028%20Feb%202024%2010:18:21%20GMT	https://fitrate.com.pl/wp-content/plugins/wp-user-frontend/assets/js/frontend-form.min.js?ver=4.0.6	C:/Moje%20Portfolio/Portfolio_FitRate2/fitrate.com.pl/wp-content/plugins/wp-user-frontend/assets/js/frontend-form.min8603.js	(from https://fitrate.com.pl/)
